Freq.	Vvf
1.08392691402120e+000	5.15371388849700e+001	1.79978428079099e+002
1.08642562361706e+000	5.15371388794133e+001	1.79978335263259e+002
1.08893009333343e+000	5.15371388740863e+001	1.79978242332553e+002
1.09144033644876e+000	5.15371388687300e+001	1.79978149286491e+002
1.09395636627209e+000	5.15371388633440e+001	1.79978056124578e+002
1.09647819614318e+000	5.15371388576691e+001	1.79977962846322e+002
1.09900583943252e+000	5.15371388522238e+001	1.79977869451227e+002
1.10153930954141e+000	5.15371388467487e+001	1.79977775938798e+002
1.10407861990207e+000	5.15371388412433e+001	1.79977682308539e+002
1.10662378397766e+000	5.15371388354488e+001	1.79977588559955e+002
1.10917481526240e+000	5.15371388298832e+001	1.79977494692547e+002
1.11173172728159e+000	5.15371388242871e+001	1.79977400705818e+002
1.11429453359173e+000	5.15371388186606e+001	1.79977306599270e+002
1.11686324778056e+000	5.15371388127444e+001	1.79977212372405e+002
1.11943788346715e+000	5.15371388070566e+001	1.79977118024722e+002
1.12201845430196e+000	5.15371388013379e+001	1.79977023555721e+002
1.12460497396692e+000	5.15371387955882e+001	1.79976928964901e+002
1.12719745617551e+000	5.15371387895483e+001	1.79976834251762e+002
1.12979591467280e+000	5.15371387837364e+001	1.79976739415799e+002
1.13240036323556e+000	5.15371387778932e+001	1.79976644456511e+002
1.13501081567231e+000	5.15371387720186e+001	1.79976549373395e+002
1.13762728582343e+000	5.15371387658531e+001	1.79976454165947e+002
1.14024978756117e+000	5.15371387599151e+001	1.79976358833661e+002
1.14287833478977e+000	5.15371387539453e+001	1.79976263376031e+002
1.14551294144553e+000	5.15371387479435e+001	1.79976167792553e+002
1.14815362149688e+000	5.15371387416505e+001	1.79976072082719e+002
1.15080038894443e+000	5.15371387355844e+001	1.79975976246021e+002
1.15345325782109e+000	5.15371387294859e+001	1.79975880281952e+002
1.15611224219210e+000	5.15371387233549e+001	1.79975784190003e+002
1.15877735615512e+000	5.15371387169324e+001	1.79975687969665e+002
1.16144861384034e+000	5.15371387107361e+001	1.79975591620426e+002
1.16412602941049e+000	5.15371387045071e+001	1.79975495141777e+002
1.16680961706096e+000	5.15371386982448e+001	1.79975398533205e+002
1.16949939101987e+000	5.15371386916905e+001	1.79975301794200e+002
1.17219536554813e+000	5.15371386853621e+001	1.79975204924247e+002
1.17489755493953e+000	5.15371386790001e+001	1.79975107922833e+002
1.17760597352080e+000	5.15371386723456e+001	1.79975010789445e+002
1.18032063565173e+000	5.15371386659166e+001	1.79974913523565e+002
1.18304155572516e+000	5.15371386594536e+001	1.79974816124680e+002
1.18576874816716e+000	5.15371386529568e+001	1.79974718592273e+002
1.18850222743702e+000	5.15371386461667e+001	1.79974620925827e+002
1.19124200802737e+000	5.15371386396016e+001	1.79974523124823e+002
1.19398810446427e+000	5.15371386330022e+001	1.79974425188743e+002
1.19674053130724e+000	5.15371386261089e+001	1.79974327117070e+002
1.19949930314938e+000	5.15371386194403e+001	1.79974228909280e+002
1.20226443461741e+000	5.15371386127369e+001	1.79974130564855e+002
1.20503594037179e+000	5.15371386059987e+001	1.79974032083273e+002
1.20781383510678e+000	5.15371385989663e+001	1.79973933464013e+002
1.21059813355048e+000	5.15371385921577e+001	1.79973834706549e+002
1.21338885046497e+000	5.15371385853135e+001	1.79973735810361e+002
1.21618600064636e+000	5.15371385781752e+001	1.79973636774923e+002
1.21898959892486e+000	5.15371385712602e+001	1.79973537599709e+002
1.22179966016487e+000	5.15371385643093e+001	1.79973438284194e+002
1.22461619926504e+000	5.15371385573225e+001	1.79973338827852e+002
1.22743923115840e+000	5.15371385500406e+001	1.79973239230157e+002
1.23026877081238e+000	5.15371385429814e+001	1.79973139490577e+002
1.23310483322890e+000	5.15371385358859e+001	1.79973039608586e+002
1.23594743344451e+000	5.15371385284948e+001	1.79972939583655e+002
1.23879658653036e+000	5.15371385213261e+001	1.79972839415251e+002
1.24165230759241e+000	5.15371385141207e+001	1.79972739102845e+002
1.24451461177138e+000	5.15371385066188e+001	1.79972638645906e+002
1.24738351424294e+000	5.15371384993393e+001	1.79972538043898e+002
1.25025903021771e+000	5.15371384920222e+001	1.79972437296291e+002
1.25314117494141e+000	5.15371384846678e+001	1.79972336402548e+002
1.25602996369487e+000	5.15371384770167e+001	1.79972235362137e+002
1.25892541179416e+000	5.15371384695868e+001	1.79972134174520e+002
1.26182753459066e+000	5.15371384621192e+001	1.79972032839162e+002
1.26473634747115e+000	5.15371384543542e+001	1.79971931355525e+002
1.26765186585784e+000	5.15371384468101e+001	1.79971829723071e+002
1.27057410520854e+000	5.15371384392277e+001	1.79971727941261e+002
1.27350308101666e+000	5.15371384313476e+001	1.79971626009556e+002
1.27643880881134e+000	5.15371384236878e+001	1.79971523927414e+002
1.27938130415752e+000	5.15371384159893e+001	1.79971421694296e+002
1.28233058265602e+000	5.15371384079926e+001	1.79971319309659e+002
1.28528665994361e+000	5.15371384002157e+001	1.79971216772959e+002
1.28824955169313e+000	5.15371383923994e+001	1.79971114083654e+002
1.29121927361353e+000	5.15371383842846e+001	1.79971011241200e+002
1.29419584144998e+000	5.15371383763890e+001	1.79970908245049e+002
1.29717927098395e+000	5.15371383684535e+001	1.79970805094657e+002
1.30016957803328e+000	5.15371383602191e+001	1.79970701789478e+002
1.30316677845229e+000	5.15371383522034e+001	1.79970598328961e+002
1.30617088813183e+000	5.15371383441473e+001	1.79970494712560e+002
1.30918192299940e+000	5.15371383357915e+001	1.79970390939727e+002
1.31219989901920e+000	5.15371383276545e+001	1.79970287009908e+002
1.31522483219223e+000	5.15371383194761e+001	1.79970182922554e+002
1.31825673855640e+000	5.15371383109979e+001	1.79970078677115e+002
1.32129563418657e+000	5.15371383027373e+001	1.79969974273034e+002
1.32434153519466e+000	5.15371382944355e+001	1.79969869709761e+002
1.32739445772973e+000	5.15371382858327e+001	1.79969764986740e+002
1.33045441797808e+000	5.15371382774473e+001	1.79969660103416e+002
1.33352143216332e+000	5.15371382690200e+001	1.79969555059234e+002
1.33659551654643e+000	5.15371382602916e+001	1.79969449853636e+002
1.33967668742593e+000	5.15371382517798e+001	1.79969344486064e+002
1.34276496113786e+000	5.15371382432255e+001	1.79969238955959e+002
1.34586035405594e+000	5.15371382343696e+001	1.79969133262764e+002
1.34896288259164e+000	5.15371382257298e+001	1.79969027405916e+002
1.35207256319427e+000	5.15371382167880e+001	1.79968921384855e+002
1.35518941235103e+000	5.15371382080619e+001	1.79968815199018e+002
1.35831344658715e+000	5.15371381992926e+001	1.79968708847842e+002
1.36144468246594e+000	5.15371381902204e+001	1.79968602330765e+002
1.36458313658892e+000	5.15371381813636e+001	1.79968495647220e+002
1.36772882559584e+000	5.15371381724630e+001	1.79968388796642e+002
1.37088176616484e+000	5.15371381632589e+001	1.79968281778466e+002
1.37404197501251e+000	5.15371381542695e+001	1.79968174592123e+002
1.37720946889394e+000	5.15371381452357e+001	1.79968067237044e+002
1.38038426460288e+000	5.15371381358980e+001	1.79967959712663e+002
1.38356637897177e+000	5.15371381267747e+001	1.79967852018406e+002
1.38675582887188e+000	5.15371381173469e+001	1.79967744153705e+002
1.38995263121334e+000	5.15371381081329e+001	1.79967636117987e+002
1.39315680294529e+000	5.15371380988736e+001	1.79967527910678e+002
1.39636836105593e+000	5.15371380893094e+001	1.79967419531207e+002
1.39958732257261e+000	5.15371380799585e+001	1.79967310978996e+002
1.40281370456195e+000	5.15371380703022e+001	1.79967202253474e+002
1.40604752412990e+000	5.15371380608590e+001	1.79967093354060e+002
1.40928879842186e+000	5.15371380513689e+001	1.79966984280178e+002
1.41253754462274e+000	5.15371380415732e+001	1.79966875031252e+002
1.41579377995707e+000	5.15371380319898e+001	1.79966765606699e+002
1.41905752168908e+000	5.15371380221001e+001	1.79966656005943e+002
1.42232878712281e+000	5.15371380124221e+001	1.79966546228399e+002
1.42560759360218e+000	5.15371380026967e+001	1.79966436273487e+002
1.42889395851109e+000	5.15371379926646e+001	1.79966326140625e+002
1.43218789927353e+000	5.15371379828435e+001	1.79966215829227e+002
1.43548943335364e+000	5.15371379727151e+001	1.79966105338709e+002
1.43879857825583e+000	5.15371379627975e+001	1.79965994668485e+002
1.44211535152486e+000	5.15371379528314e+001	1.79965883817968e+002
1.44543977074592e+000	5.15371379425576e+001	1.79965772786572e+002
1.44877185354475e+000	5.15371379324937e+001	1.79965661573706e+002
1.45211161758773e+000	5.15371379221215e+001	1.79965550178782e+002
1.45545908058195e+000	5.15371379119591e+001	1.79965438601208e+002
1.45881426027534e+000	5.15371379017471e+001	1.79965326840394e+002
1.46217717445671e+000	5.15371378912261e+001	1.79965214895747e+002
1.46554784095590e+000	5.15371378809140e+001	1.79965102766672e+002
1.46892627764385e+000	5.15371378702927e+001	1.79964990452577e+002
1.47231250243271e+000	5.15371378598801e+001	1.79964877952863e+002
1.47570653327588e+000	5.15371378491573e+001	1.79964765266938e+002
1.47910838816819e+000	5.15371378386430e+001	1.79964652394201e+002
1.48251808514594e+000	5.15371378280777e+001	1.79964539334055e+002
1.48593564228699e+000	5.15371378172016e+001	1.79964426085901e+002
1.48936107771090e+000	5.15371378065331e+001	1.79964312649137e+002
1.49279440957898e+000	5.15371377955534e+001	1.79964199023164e+002
1.49623565609442e+000	5.15371377847811e+001	1.79964085207377e+002
1.49968483550236e+000	5.15371377736973e+001	1.79963971201174e+002
1.50314196609001e+000	5.15371377628200e+001	1.79963857003950e+002
1.50660706618673e+000	5.15371377516309e+001	1.79963742615101e+002
1.51008015416413e+000	5.15371377406479e+001	1.79963628034017e+002
1.51356124843619e+000	5.15371377296117e+001	1.79963513260094e+002
1.51705036745932e+000	5.15371377182630e+001	1.79963398292723e+002
1.52054752973248e+000	5.15371377071196e+001	1.79963283131293e+002
1.52405275379728e+000	5.15371376956632e+001	1.79963167775195e+002
1.52756605823806e+000	5.15371376844119e+001	1.79963052223815e+002
1.53108746168202e+000	5.15371376728469e+001	1.79962936476543e+002
1.53461698279928e+000	5.15371376614865e+001	1.79962820532764e+002
1.53815464030302e+000	5.15371376498120e+001	1.79962704391864e+002
1.54170045294954e+000	5.15371376383414e+001	1.79962588053226e+002
1.54525443953840e+000	5.15371376265566e+001	1.79962471516235e+002
1.54881661891247e+000	5.15371376149752e+001	1.79962354780270e+002
1.55238700995807e+000	5.15371376030788e+001	1.79962237844717e+002
1.55596563160506e+000	5.15371375913855e+001	1.79962120708951e+002
1.55955250282694e+000	5.15371375793765e+001	1.79962003372354e+002
1.56314764264094e+000	5.15371375675703e+001	1.79961885834303e+002
1.56675107010813e+000	5.15371375557070e+001	1.79961768094174e+002
1.57036280433354e+000	5.15371375435276e+001	1.79961650151345e+002
1.57398286446620e+000	5.15371375315499e+001	1.79961532005188e+002
1.57761126969933e+000	5.15371375192556e+001	1.79961413655079e+002
1.58124803927037e+000	5.15371375071625e+001	1.79961295100389e+002
1.58489319246110e+000	5.15371374947522e+001	1.79961176340490e+002
1.58854674859776e+000	5.15371374825425e+001	1.79961057374752e+002
1.59220872705115e+000	5.15371374700152e+001	1.79960938202545e+002
1.59587914723672e+000	5.15371374576880e+001	1.79960818823236e+002
1.59955802861465e+000	5.15371374450425e+001	1.79960699236193e+002
1.60324539069002e+000	5.15371374325970e+001	1.79960579440781e+002
1.60694125301286e+000	5.15371374198324e+001	1.79960459436367e+002
1.61064563517825e+000	5.15371374072670e+001	1.79960339222312e+002
1.61435855682647e+000	5.15371373943824e+001	1.79960218797981e+002
1.61808003764305e+000	5.15371373814372e+001	1.79960098162735e+002
1.62181009735891e+000	5.15371373686904e+001	1.79959977315932e+002
1.62554875575047e+000	5.15371373556233e+001	1.79959856256934e+002
1.62929603263970e+000	5.15371373427545e+001	1.79959734985098e+002
1.63305194789432e+000	5.15371373295648e+001	1.79959613499782e+002
1.63681652142779e+000	5.15371373165721e+001	1.79959491800340e+002
1.64058977319952e+000	5.15371373032583e+001	1.79959369886130e+002
1.64437172321491e+000	5.15371372901414e+001	1.79959247756501e+002
1.64816239152549e+000	5.15371372767027e+001	1.79959125410810e+002
1.65196179822900e+000	5.15371372634599e+001	1.79959002848406e+002
1.65576996346951e+000	5.15371372498948e+001	1.79958880068640e+002
1.65958690743754e+000	5.15371372365255e+001	1.79958757070859e+002
1.66341265037015e+000	5.15371372227684e+001	1.79958633854415e+002
1.66724721255104e+000	5.15371372092712e+001	1.79958510418651e+002
1.67109061431069e+000	5.15371371954504e+001	1.79958386762914e+002
1.67494287602642e+000	5.15371371815648e+001	1.79958262886549e+002
1.67880401812254e+000	5.15371371678737e+001	1.79958138788897e+002
1.68267406107045e+000	5.15371371538580e+001	1.79958014469303e+002
1.68655302538872e+000	5.15371371400361e+001	1.79957889927104e+002
1.69044093164324e+000	5.15371371258890e+001	1.79957765161645e+002
1.69433780044731e+000	5.15371371119350e+001	1.79957640172259e+002
1.69824365246172e+000	5.15371370976557e+001	1.79957514958288e+002
1.70215850839493e+000	5.15371370833094e+001	1.79957389519065e+002
1.70608238900310e+000	5.15371370691554e+001	1.79957263853926e+002
1.71001531509027e+000	5.15371370546750e+001	1.79957137962205e+002
1.71395730750840e+000	5.15371370403857e+001	1.79957011843233e+002
1.71790838715757e+000	5.15371370257698e+001	1.79956885496344e+002
1.72186857498599e+000	5.15371370113447e+001	1.79956758920866e+002
1.72583789199018e+000	5.15371369965920e+001	1.79956632116129e+002
1.72981635921508e+000	5.15371369817704e+001	1.79956505081461e+002
1.73380399775412e+000	5.15371369671387e+001	1.79956377816186e+002
1.73780082874935e+000	5.15371369521785e+001	1.79956250319633e+002
1.74180687339159e+000	5.15371369374075e+001	1.79956122591122e+002
1.74582215292048e+000	5.15371369223077e+001	1.79955994629980e+002
1.74984668862464e+000	5.15371369071373e+001	1.79955866435526e+002
1.75388050184174e+000	5.15371368921551e+001	1.79955738007080e+002
1.75792361395867e+000	5.15371368768430e+001	1.79955609343962e+002
1.76197604641161e+000	5.15371368617186e+001	1.79955480445489e+002
1.76603782068614e+000	5.15371368462634e+001	1.79955351310980e+002
1.77010895831740e+000	5.15371368307362e+001	1.79955221939748e+002
1.77418948089014e+000	5.15371368153961e+001	1.79955092331107e+002
1.77827941003890e+000	5.15371367997240e+001	1.79954962484372e+002
1.78237876744807e+000	5.15371367839789e+001	1.79954832398853e+002
1.78648757485203e+000	5.15371367684198e+001	1.79954702073858e+002
1.79060585403527e+000	5.15371367525280e+001	1.79954571508701e+002
1.79473362683250e+000	5.15371367368211e+001	1.79954440702686e+002
1.79887091512876e+000	5.15371367207808e+001	1.79954309655121e+002
1.80301774085955e+000	5.15371367046661e+001	1.79954178365312e+002
1.80717412601090e+000	5.15371366887352e+001	1.79954046832560e+002
1.81134009261958e+000	5.15371366724705e+001	1.79953915056171e+002
1.81551566277311e+000	5.15371366561295e+001	1.79953783035445e+002
1.81970085860996e+000	5.15371366399720e+001	1.79953650769680e+002
1.82389570231961e+000	5.15371366234792e+001	1.79953518258178e+002
1.82810021614272e+000	5.15371366069096e+001	1.79953385500235e+002
1.83231442237119e+000	5.15371365905219e+001	1.79953252495146e+002
1.83653834334832e+000	5.15371365737979e+001	1.79953119242209e+002
1.84077200146893e+000	5.15371365569964e+001	1.79952985740715e+002
1.84501541917945e+000	5.15371365403757e+001	1.79952851989955e+002
1.84926861897805e+000	5.15371365234174e+001	1.79952717989223e+002
1.85353162341479e+000	5.15371365063805e+001	1.79952583737808e+002
1.85780445509167e+000	5.15371364895234e+001	1.79952449234995e+002
1.86208713666284e+000	5.15371364723281e+001	1.79952314480075e+002
1.86637969083464e+000	5.15371364550526e+001	1.79952179472331e+002
1.87068214036577e+000	5.15371364379564e+001	1.79952044211047e+002
1.87499450806739e+000	5.15371364205202e+001	1.79951908695509e+002
1.87931681680324e+000	5.15371364030031e+001	1.79951772924996e+002
1.88364908948977e+000	5.15371363854049e+001	1.79951636898788e+002
1.88799134909627e+000	5.15371363679840e+001	1.79951500616163e+002
1.89234361864495e+000	5.15371363502221e+001	1.79951364076402e+002
1.89670592121112e+000	5.15371363323776e+001	1.79951227278778e+002
1.90107827992327e+000	5.15371363147096e+001	1.79951090222565e+002
1.90546071796322e+000	5.15371362966993e+001	1.79950952907040e+002
1.90985325856621e+000	5.15371362786056e+001	1.79950815331473e+002
1.91425592502106e+000	5.15371362604277e+001	1.79950677495134e+002
1.91866874067026e+000	5.15371362424250e+001	1.79950539397292e+002
1.92309172891013e+000	5.15371362240783e+001	1.79950401037216e+002
1.92752491319091e+000	5.15371362056468e+001	1.79950262414172e+002
1.93196831701690e+000	5.15371361873887e+001	1.79950123527424e+002
1.93642196394658e+000	5.15371361687857e+001	1.79949984376238e+002
1.94088587759275e+000	5.15371361500967e+001	1.79949844959875e+002
1.94536008162263e+000	5.15371361313209e+001	1.79949705277596e+002
1.94984459975802e+000	5.15371361127173e+001	1.79949565328658e+002
1.95433945577537e+000	5.15371360937673e+001	1.79949425112323e+002
1.95884467350596e+000	5.15371360747294e+001	1.79949284627845e+002
1.96336027683602e+000	5.15371360556033e+001	1.79949143874481e+002
1.96788628970682e+000	5.15371360363887e+001	1.79949002851483e+002
1.97242273611482e+000	5.15371360173443e+001	1.79948861558102e+002
1.97696964011183e+000	5.15371359979512e+001	1.79948719993593e+002
1.98152702580507e+000	5.15371359784684e+001	1.79948578157203e+002
1.98609491735734e+000	5.15371359588955e+001	1.79948436048181e+002
1.99067333898716e+000	5.15371359394909e+001	1.79948293665770e+002
1.99526231496885e+000	5.15371359197362e+001	1.79948151009221e+002
1.99986186963271e+000	5.15371358998902e+001	1.79948008077774e+002
2.00447202736513e+000	5.15371358799524e+001	1.79947864870671e+002
2.00909281260870e+000	5.15371358599222e+001	1.79947721387155e+002
2.01372424986236e+000	5.15371358400585e+001	1.79947577626461e+002
2.01836636368153e+000	5.15371358198426e+001	1.79947433587832e+002
2.02301917867824e+000	5.15371357995331e+001	1.79947289270501e+002
2.02768271952125e+000	5.15371357791297e+001	1.79947144673705e+002
2.03235701093619e+000	5.15371357586318e+001	1.79946999796675e+002
2.03704207770569e+000	5.15371357382984e+001	1.79946854638643e+002
2.04173794466950e+000	5.15371357176107e+001	1.79946709198842e+002
2.04644463672464e+000	5.15371356968271e+001	1.79946563476500e+002
2.05116217882553e+000	5.15371356759474e+001	1.79946417470843e+002
2.05589059598411e+000	5.15371356549713e+001	1.79946271181098e+002
2.06062991326997e+000	5.15371356338980e+001	1.79946124606489e+002
2.06538015581050e+000	5.15371356129865e+001	1.79945977746237e+002
2.07014134879101e+000	5.15371355917179e+001	1.79945830599567e+002
2.07491351745488e+000	5.15371355703512e+001	1.79945683165697e+002
2.07969668710366e+000	5.15371355488855e+001	1.79945535443845e+002
2.08449088309726e+000	5.15371355273209e+001	1.79945387433229e+002
2.08929613085401e+000	5.15371355056565e+001	1.79945239133063e+002
2.09411245585086e+000	5.15371354838922e+001	1.79945090542562e+002
2.09893988362349e+000	5.15371354622859e+001	1.79944941660935e+002
2.10377843976644e+000	5.15371354403197e+001	1.79944792487397e+002
2.10862814993326e+000	5.15371354182521e+001	1.79944643021155e+002
2.11348903983661e+000	5.15371353960826e+001	1.79944493261418e+002
2.11836113524847e+000	5.15371353738104e+001	1.79944343207389e+002
2.12324446200018e+000	5.15371353514355e+001	1.79944192858275e+002
2.12813904598268e+000	5.15371353289573e+001	1.79944042213278e+002
2.13304491314654e+000	5.15371353063752e+001	1.79943891271600e+002
2.13796208950220e+000	5.15371352836888e+001	1.79943740032439e+002
2.14289060112002e+000	5.15371352611567e+001	1.79943588494993e+002
2.14783047413050e+000	5.15371352382603e+001	1.79943436658462e+002
2.15278173472434e+000	5.15371352152581e+001	1.79943284522038e+002
2.15774440915263e+000	5.15371351921497e+001	1.79943132084915e+002
2.16271852372698e+000	5.15371351689345e+001	1.79942979346286e+002
2.16770410481966e+000	5.15371351456125e+001	1.79942826305340e+002
2.17270117886371e+000	5.15371351221824e+001	1.79942672961265e+002
2.17770977235312e+000	5.15371350986443e+001	1.79942519313249e+002
2.18272991184296e+000	5.15371350749974e+001	1.79942365360478e+002
2.18776162394952e+000	5.15371350512415e+001	1.79942211102134e+002
2.19280493535041e+000	5.15371350273760e+001	1.79942056537400e+002
2.19785987278479e+000	5.15371350034002e+001	1.79941901665457e+002
2.20292646305342e+000	5.15371349793137e+001	1.79941746485484e+002
2.20800473301886e+000	5.15371349550514e+001	1.79941590996657e+002
2.21309470960560e+000	5.15371349307421e+001	1.79941435198153e+002
2.21819641980018e+000	5.15371349063205e+001	1.79941279089145e+002
2.22330989065136e+000	5.15371348817865e+001	1.79941122668805e+002
2.22843514927026e+000	5.15371348571389e+001	1.79940965936305e+002
2.23357222283049e+000	5.15371348323781e+001	1.79940808890814e+002
2.23872113856830e+000	5.15371348075027e+001	1.79940651531498e+002
2.24388192378273e+000	5.15371347825126e+001	1.79940493857523e+002
2.24905460583574e+000	5.15371347574070e+001	1.79940335868054e+002
2.25423921215239e+000	5.15371347321859e+001	1.79940177562253e+002
2.25943577022094e+000	5.15371347068482e+001	1.79940018939280e+002
2.26464430759302e+000	5.15371346813938e+001	1.79939859998295e+002
2.26986485188378e+000	5.15371346558219e+001	1.79939700738455e+002
2.27509743077203e+000	5.15371346301322e+001	1.79939541158915e+002
2.28034207200038e+000	5.15371346043238e+001	1.79939381258830e+002
2.28559880337539e+000	5.15371345783964e+001	1.79939221037352e+002
2.29086765276773e+000	5.15371345523494e+001	1.79939060493630e+002
2.29614864811232e+000	5.15371345261823e+001	1.79938899626815e+002
2.30144181740847e+000	5.15371344998947e+001	1.79938738436052e+002
2.30674718872003e+000	5.15371344734856e+001	1.79938576920489e+002
2.31206479017555e+000	5.15371344469550e+001	1.79938415079267e+002
2.31739464996844e+000	5.15371344203018e+001	1.79938252911529e+002
2.32273679635706e+000	5.15371343935257e+001	1.79938090416416e+002
2.32809125766496e+000	5.15371343666264e+001	1.79937927593066e+002
2.33345806228096e+000	5.15371343396029e+001	1.79937764440615e+002
2.33883723865931e+000	5.15371343124548e+001	1.79937600958199e+002
2.34422881531988e+000	5.15371342851814e+001	1.79937437144950e+002
2.34963282084826e+000	5.15371342577824e+001	1.79937273000001e+002
2.35504928389597e+000	5.15371342299981e+001	1.79937108522483e+002
2.36047823318053e+000	5.15371342023457e+001	1.79936943711520e+002
2.36591969748571e+000	5.15371341745662e+001	1.79936778566240e+002
2.37137370566161e+000	5.15371341466584e+001	1.79936613085767e+002
2.37684028662483e+000	5.15371341186222e+001	1.79936447269225e+002
2.38231946935864e+000	5.15371340904565e+001	1.79936281115733e+002
2.38781128291313e+000	5.15371340621611e+001	1.79936114624412e+002
2.39331575640534e+000	5.15371340337353e+001	1.79935947794379e+002
2.39883291901944e+000	5.15371340051787e+001	1.79935780624748e+002
2.40436280000689e+000	5.15371339762310e+001	1.79935613114636e+002
2.40990542868655e+000	5.15371339474101e+001	1.79935445263151e+002
2.41546083444489e+000	5.15371339184567e+001	1.79935277069404e+002
2.42102904673613e+000	5.15371338893698e+001	1.79935108532504e+002
2.42661009508237e+000	5.15371338601490e+001	1.79934939651558e+002
2.43220400907377e+000	5.15371338307932e+001	1.79934770425669e+002
2.43781081836870e+000	5.15371338010432e+001	1.79934600853943e+002
2.44343055269392e+000	5.15371337714163e+001	1.79934430935477e+002
2.44906324184470e+000	5.15371337416528e+001	1.79934260669371e+002
2.45470891568498e+000	5.15371337117523e+001	1.79934090054724e+002
2.46036760414758e+000	5.15371336817143e+001	1.79933919090630e+002
2.46603933723429e+000	5.15371336512784e+001	1.79933747776186e+002
2.47172414501608e+000	5.15371336209625e+001	1.79933576110478e+002
2.47742205763324e+000	5.15371335905075e+001	1.79933404092599e+002
2.48313310529552e+000	5.15371335599117e+001	1.79933231721636e+002
2.48885731828234e+000	5.15371335291751e+001	1.79933058996676e+002
2.49459472694290e+000	5.15371334980376e+001	1.79932885916805e+002
2.50034536169638e+000	5.15371334670173e+001	1.79932712481102e+002
2.50610925303206e+000	5.15371334358538e+001	1.79932538688648e+002
2.51188643150953e+000	5.15371334045468e+001	1.79932364538523e+002
2.51767692775880e+000	5.15371333728363e+001	1.79932190029805e+002
2.52348077248052e+000	5.15371333412404e+001	1.79932015161565e+002
2.52929799644609e+000	5.15371333094987e+001	1.79931839932878e+002
2.53512863049786e+000	5.15371332776110e+001	1.79931664342814e+002
2.54097270554925e+000	5.15371332453170e+001	1.79931488390445e+002
2.54683025258499e+000	5.15371332131347e+001	1.79931312074834e+002
2.55270130266119e+000	5.15371331808043e+001	1.79931135395049e+002
2.55858588690559e+000	5.15371331480657e+001	1.79930958350153e+002
2.56448403651766e+000	5.15371331154365e+001	1.79930780939206e+002
2.57039578276881e+000	5.15371330826573e+001	1.79930603161267e+002
2.57632115700252e+000	5.15371330497270e+001	1.79930425015395e+002
2.58226019063454e+000	5.15371330163860e+001	1.79930246500647e+002
2.58821291515304e+000	5.15371329831519e+001	1.79930067616073e+002
2.59417936211876e+000	5.15371329497643e+001	1.79929888360726e+002
2.60015956316522e+000	5.15371329159639e+001	1.79929708733658e+002
2.60615354999884e+000	5.15371328822682e+001	1.79929528733912e+002
2.61216135439915e+000	5.15371328484175e+001	1.79929348360536e+002
2.61818300821893e+000	5.15371328141516e+001	1.79929167612576e+002
2.62421854338439e+000	5.15371327799881e+001	1.79928986489070e+002
2.63026799189533e+000	5.15371327454085e+001	1.79928804989061e+002
2.63633138582532e+000	5.15371327109297e+001	1.79928623111583e+002
2.64240875732189e+000	5.15371326762275e+001	1.79928440855674e+002
