Freq.	Vvf
1.40928879842186e+000	2.68833105359451e+001	-1.79995984517742e+002
1.41253754462274e+000	2.68833105360761e+001	-1.79995997721019e+002
1.41579377995707e+000	2.68833105362065e+001	-1.79996010903077e+002
1.41905752168908e+000	2.68833105363362e+001	-1.79996024063985e+002
1.42232878712281e+000	2.68833105364654e+001	-1.79996037203813e+002
1.42560759360218e+000	2.68833105365939e+001	-1.79996050322630e+002
1.42889395851109e+000	2.68833105367218e+001	-1.79996063420507e+002
1.43218789927353e+000	2.68833105368492e+001	-1.79996076497513e+002
1.43548943335364e+000	2.68833105369759e+001	-1.79996089553716e+002
1.43879857825583e+000	2.68833105371021e+001	-1.79996102589187e+002
1.44211535152486e+000	2.68833105372276e+001	-1.79996115603994e+002
1.44543977074592e+000	2.68833105373526e+001	-1.79996128598206e+002
1.44877185354475e+000	2.68833105374770e+001	-1.79996141571893e+002
1.45211161758773e+000	2.68833105376008e+001	-1.79996154525122e+002
1.45545908058195e+000	2.68833105377240e+001	-1.79996167457963e+002
1.45881426027534e+000	2.68833105378467e+001	-1.79996180370485e+002
1.46217717445671e+000	2.68833105379688e+001	-1.79996193262755e+002
1.46554784095590e+000	2.68833105380903e+001	-1.79996206134842e+002
1.46892627764385e+000	2.68833105382112e+001	-1.79996218986815e+002
1.47231250243271e+000	2.68833105383316e+001	-1.79996231818741e+002
1.47570653327588e+000	2.68833105384514e+001	-1.79996244630688e+002
1.47910838816819e+000	2.68833105385706e+001	-1.79996257422725e+002
1.48251808514594e+000	2.68833105386893e+001	-1.79996270194919e+002
1.48593564228699e+000	2.68833105388074e+001	-1.79996282947338e+002
1.48936107771090e+000	2.68833105389250e+001	-1.79996295680049e+002
1.49279440957898e+000	2.68833105390420e+001	-1.79996308393121e+002
1.49623565609442e+000	2.68833105391585e+001	-1.79996321086620e+002
1.49968483550236e+000	2.68833105392744e+001	-1.79996333760614e+002
1.50314196609001e+000	2.68833105393898e+001	-1.79996346415170e+002
1.50660706618673e+000	2.68833105395047e+001	-1.79996359050355e+002
1.51008015416413e+000	2.68833105396190e+001	-1.79996371666236e+002
1.51356124843619e+000	2.68833105397328e+001	-1.79996384262880e+002
1.51705036745932e+000	2.68833105398460e+001	-1.79996396840353e+002
1.52054752973248e+000	2.68833105399587e+001	-1.79996409398723e+002
1.52405275379728e+000	2.68833105400709e+001	-1.79996421938056e+002
1.52756605823806e+000	2.68833105401825e+001	-1.79996434458419e+002
1.53108746168202e+000	2.68833105402936e+001	-1.79996446959877e+002
1.53461698279928e+000	2.68833105404043e+001	-1.79996459442497e+002
1.53815464030302e+000	2.68833105405143e+001	-1.79996471906346e+002
1.54170045294954e+000	2.68833105405987e+001	-1.79996484351489e+002
1.54525443953840e+000	2.68833105407077e+001	-1.79996496777993e+002
1.54881661891247e+000	2.68833105408163e+001	-1.79996509185923e+002
1.55238700995807e+000	2.68833105409243e+001	-1.79996521575344e+002
1.55596563160506e+000	2.68833105410318e+001	-1.79996533946324e+002
1.55955250282694e+000	2.68833105411388e+001	-1.79996546298927e+002
1.56314764264094e+000	2.68833105412453e+001	-1.79996558633219e+002
1.56675107010813e+000	2.68833105413513e+001	-1.79996570949265e+002
1.57036280433354e+000	2.68833105414568e+001	-1.79996583247130e+002
1.57398286446620e+000	2.68833105415618e+001	-1.79996595526880e+002
1.57761126969933e+000	2.68833105416663e+001	-1.79996607788580e+002
1.58124803927037e+000	2.68833105417704e+001	-1.79996620032295e+002
1.58489319246110e+000	2.68833105418739e+001	-1.79996632258090e+002
1.58854674859776e+000	2.68833105419770e+001	-1.79996644466029e+002
1.59220872705115e+000	2.68833105420795e+001	-1.79996656656177e+002
1.59587914723672e+000	2.68833105421753e+001	-1.79996668828600e+002
1.59955802861465e+000	2.68833105422769e+001	-1.79996680983361e+002
1.60324539069002e+000	2.68833105423780e+001	-1.79996693120524e+002
1.60694125301286e+000	2.68833105424786e+001	-1.79996705240155e+002
1.61064563517825e+000	2.68833105425788e+001	-1.79996717342318e+002
1.61435855682647e+000	2.68833105426785e+001	-1.79996729427076e+002
1.61808003764305e+000	2.68833105427777e+001	-1.79996741494494e+002
1.62181009735891e+000	2.68833105428764e+001	-1.79996753544636e+002
1.62554875575047e+000	2.68833105429747e+001	-1.79996765577565e+002
1.62929603263970e+000	2.68833105430725e+001	-1.79996777593346e+002
1.63305194789432e+000	2.68833105431699e+001	-1.79996789592042e+002
1.63681652142779e+000	2.68833105432668e+001	-1.79996801573716e+002
1.64058977319952e+000	2.68833105433632e+001	-1.79996813538433e+002
1.64437172321491e+000	2.68833105434592e+001	-1.79996825486255e+002
1.64816239152549e+000	2.68833105435547e+001	-1.79996837417247e+002
1.65196179822900e+000	2.68833105436498e+001	-1.79996849331471e+002
1.65576996346951e+000	2.68833105437444e+001	-1.79996861228990e+002
1.65958690743754e+000	2.68833105438385e+001	-1.79996873109868e+002
1.66341265037015e+000	2.68833105439323e+001	-1.79996884974168e+002
1.66724721255104e+000	2.68833105440256e+001	-1.79996896821951e+002
1.67109061431069e+000	2.68833105441184e+001	-1.79996908653283e+002
1.67494287602642e+000	2.68833105442108e+001	-1.79996920468224e+002
1.67880401812254e+000	2.68833105443027e+001	-1.79996932266837e+002
1.68267406107045e+000	2.68833105443943e+001	-1.79996944049186e+002
1.68655302538872e+000	2.68833105444853e+001	-1.79996955815333e+002
1.69044093164324e+000	2.68833105445760e+001	-1.79996967565340e+002
1.69433780044731e+000	2.68833105446662e+001	-1.79996979299268e+002
1.69824365246172e+000	2.68833105447560e+001	-1.79996991017182e+002
1.70215850839493e+000	2.68833105448454e+001	-1.79997002719142e+002
1.70608238900310e+000	2.68833105449344e+001	-1.79997014405211e+002
1.71001531509027e+000	2.68833105450229e+001	-1.79997026075451e+002
1.71395730750840e+000	2.68833105451110e+001	-1.79997037729923e+002
1.71790838715757e+000	2.68833105451986e+001	-1.79997049368689e+002
1.72186857498599e+000	2.68833105452859e+001	-1.79997060991812e+002
1.72583789199018e+000	2.68833105453728e+001	-1.79997072599352e+002
1.72981635921508e+000	2.68833105454592e+001	-1.79997084191371e+002
1.73380399775412e+000	2.68833105455452e+001	-1.79997095767931e+002
1.73780082874935e+000	2.68833105456308e+001	-1.79997107329093e+002
1.74180687339159e+000	2.68833105457160e+001	-1.79997118874919e+002
1.74582215292048e+000	2.68833105458008e+001	-1.79997130405469e+002
1.74984668862464e+000	2.68833105458852e+001	-1.79997141920804e+002
1.75388050184174e+000	2.68833105459692e+001	-1.79997153420987e+002
1.75792361395867e+000	2.68833105460528e+001	-1.79997164906077e+002
1.76197604641161e+000	2.68833105461360e+001	-1.79997176376136e+002
1.76603782068614e+000	2.68833105462188e+001	-1.79997187831224e+002
1.77010895831740e+000	2.68833105463012e+001	-1.79997199271403e+002
1.77418948089014e+000	2.68833105463832e+001	-1.79997210696732e+002
1.77827941003890e+000	2.68833105464648e+001	-1.79997222107272e+002
1.78237876744807e+000	2.68833105465460e+001	-1.79997233503085e+002
1.78648757485203e+000	2.68833105466268e+001	-1.79997244884230e+002
1.79060585403527e+000	2.68833105467073e+001	-1.79997256250767e+002
1.79473362683250e+000	2.68833105467873e+001	-1.79997267602757e+002
1.79887091512876e+000	2.68833105468670e+001	-1.79997278940261e+002
1.80301774085955e+000	2.68833105469463e+001	-1.79997290263337e+002
1.80717412601090e+000	2.68833105470252e+001	-1.79997301572047e+002
1.81134009261958e+000	2.68833105471037e+001	-1.79997312866450e+002
1.81551566277311e+000	2.68833105471819e+001	-1.79997324146607e+002
1.81970085860996e+000	2.68833105472596e+001	-1.79997335412576e+002
1.82389570231961e+000	2.68833105473370e+001	-1.79997346664418e+002
1.82810021614272e+000	2.68833105474141e+001	-1.79997357902191e+002
1.83231442237119e+000	2.68833105474907e+001	-1.79997369125957e+002
1.83653834334832e+000	2.68833105475670e+001	-1.79997380335775e+002
1.84077200146893e+000	2.68833105476366e+001	-1.79997391531703e+002
1.84501541917945e+000	2.68833105477122e+001	-1.79997402713801e+002
1.84926861897805e+000	2.68833105477874e+001	-1.79997413882128e+002
1.85353162341479e+000	2.68833105478622e+001	-1.79997425036745e+002
1.85780445509167e+000	2.68833105479367e+001	-1.79997436177709e+002
1.86208713666284e+000	2.68833105480108e+001	-1.79997447305080e+002
1.86637969083464e+000	2.68833105480845e+001	-1.79997458418917e+002
1.87068214036577e+000	2.68833105481579e+001	-1.79997469519278e+002
1.87499450806739e+000	2.68833105482310e+001	-1.79997480606223e+002
1.87931681680324e+000	2.68833105483037e+001	-1.79997491679811e+002
1.88364908948977e+000	2.68833105483508e+001	-1.79997502740100e+002
1.88799134909627e+000	2.68833105484228e+001	-1.79997513787149e+002
1.89234361864495e+000	2.68833105484944e+001	-1.79997524821016e+002
1.89670592121112e+000	2.68833105485657e+001	-1.79997535841759e+002
1.90107827992327e+000	2.68833105486367e+001	-1.79997546849438e+002
1.90546071796322e+000	2.68833105487073e+001	-1.79997557844111e+002
1.90985325856621e+000	2.68833105487776e+001	-1.79997568825836e+002
1.91425592502106e+000	2.68833105488475e+001	-1.79997579794671e+002
1.91866874067026e+000	2.68833105489171e+001	-1.79997590750674e+002
1.92309172891013e+000	2.68833105489863e+001	-1.79997601693903e+002
1.92752491319091e+000	2.68833105490552e+001	-1.79997612624417e+002
1.93196831701690e+000	2.68833105491238e+001	-1.79997623542274e+002
1.93642196394658e+000	2.68833105491920e+001	-1.79997634447530e+002
1.94088587759275e+000	2.68833105492599e+001	-1.79997645340245e+002
1.94536008162263e+000	2.68833105493275e+001	-1.79997656220475e+002
1.94984459975802e+000	2.68833105493948e+001	-1.79997667088279e+002
1.95433945577537e+000	2.68833105494617e+001	-1.79997677943714e+002
1.95884467350596e+000	2.68833105495283e+001	-1.79997688786838e+002
1.96336027683602e+000	2.68833105495945e+001	-1.79997699617708e+002
1.96788628970682e+000	2.68833105496605e+001	-1.79997710436382e+002
1.97242273611482e+000	2.68833105497261e+001	-1.79997721242916e+002
1.97696964011183e+000	2.68833105497914e+001	-1.79997732037369e+002
1.98152702580507e+000	2.68833105498564e+001	-1.79997742819797e+002
1.98609491735734e+000	2.68833105499210e+001	-1.79997753590258e+002
1.99067333898716e+000	2.68833105499854e+001	-1.79997764348809e+002
1.99526231496885e+000	2.68833105500494e+001	-1.79997775095507e+002
1.99986186963271e+000	2.68833105501131e+001	-1.79997785830408e+002
2.00447202736513e+000	2.68833105501765e+001	-1.79997796553570e+002
2.00909281260870e+000	2.68833105502396e+001	-1.79997807265049e+002
2.01372424986236e+000	2.68833105503024e+001	-1.79997817964903e+002
2.01836636368153e+000	2.68833105503649e+001	-1.79997828653188e+002
2.02301917867824e+000	2.68833105504270e+001	-1.79997839329961e+002
2.02768271952125e+000	2.68833105504889e+001	-1.79997849995278e+002
2.03235701093619e+000	2.68833105505505e+001	-1.79997860649196e+002
2.03704207770569e+000	2.68833105506117e+001	-1.79997871291771e+002
2.04173794466950e+000	2.68833105506727e+001	-1.79997881923060e+002
2.04644463672464e+000	2.68833105507333e+001	-1.79997892543119e+002
2.05116217882553e+000	2.68833105507874e+001	-1.79997903152005e+002
2.05589059598411e+000	2.68833105508474e+001	-1.79997913749774e+002
2.06062991326997e+000	2.68833105508820e+001	-1.79997924336481e+002
2.06538015581050e+000	2.68833105509414e+001	-1.79997934912183e+002
2.07014134879101e+000	2.68833105510006e+001	-1.79997945476937e+002
2.07491351745488e+000	2.68833105510595e+001	-1.79997956030797e+002
2.07969668710366e+000	2.68833105511180e+001	-1.79997966573821e+002
2.08449088309726e+000	2.68833105511763e+001	-1.79997977106064e+002
2.08929613085401e+000	2.68833105512343e+001	-1.79997987627581e+002
2.09411245585086e+000	2.68833105512920e+001	-1.79997998138429e+002
2.09893988362349e+000	2.68833105513495e+001	-1.79998008638664e+002
2.10377843976644e+000	2.68833105514066e+001	-1.79998019128340e+002
2.10862814993326e+000	2.68833105514635e+001	-1.79998029607514e+002
2.11348903983661e+000	2.68833105515200e+001	-1.79998040076241e+002
2.11836113524847e+000	2.68833105515763e+001	-1.79998050534577e+002
2.12324446200018e+000	2.68833105516323e+001	-1.79998060982577e+002
2.12813904598268e+000	2.68833105516881e+001	-1.79998071420297e+002
2.13304491314654e+000	2.68833105517435e+001	-1.79998081847791e+002
2.13796208950220e+000	2.68833105517987e+001	-1.79998092265116e+002
2.14289060112002e+000	2.68833105518536e+001	-1.79998102672326e+002
2.14783047413050e+000	2.68833105519082e+001	-1.79998113069476e+002
2.15278173472434e+000	2.68833105519625e+001	-1.79998123456623e+002
2.15774440915263e+000	2.68833105520166e+001	-1.79998133833820e+002
2.16271852372698e+000	2.68833105520704e+001	-1.79998144201122e+002
2.16770410481966e+000	2.68833105521239e+001	-1.79998154558586e+002
2.17270117886371e+000	2.68833105521772e+001	-1.79998164906265e+002
2.17770977235312e+000	2.68833105522302e+001	-1.79998175244214e+002
2.18272991184296e+000	2.68833105522829e+001	-1.79998185572489e+002
2.18776162394952e+000	2.68833105523354e+001	-1.79998195891144e+002
2.19280493535041e+000	2.68833105523876e+001	-1.79998206200234e+002
2.19785987278479e+000	2.68833105524395e+001	-1.79998216499813e+002
2.20292646305342e+000	2.68833105524912e+001	-1.79998226789937e+002
2.20800473301886e+000	2.68833105525426e+001	-1.79998237070659e+002
2.21309470960560e+000	2.68833105525937e+001	-1.79998247342034e+002
2.21819641980018e+000	2.68833105526446e+001	-1.79998257604116e+002
2.22330989065136e+000	2.68833105526953e+001	-1.79998267856961e+002
2.22843514927026e+000	2.68833105527456e+001	-1.79998278100622e+002
2.23357222283049e+000	2.68833105527957e+001	-1.79998288335154e+002
2.23872113856830e+000	2.68833105528456e+001	-1.79998298560610e+002
2.24388192378273e+000	2.68833105528889e+001	-1.79998308777046e+002
2.24905460583574e+000	2.68833105529383e+001	-1.79998318984515e+002
2.25423921215239e+000	2.68833105529874e+001	-1.79998329183072e+002
2.25943577022094e+000	2.68833105530362e+001	-1.79998339372769e+002
2.26464430759302e+000	2.68833105530848e+001	-1.79998349553663e+002
2.26986485188378e+000	2.68833105531332e+001	-1.79998359725806e+002
2.27509743077203e+000	2.68833105531561e+001	-1.79998369889252e+002
2.28034207200038e+000	2.68833105532039e+001	-1.79998380044056e+002
2.28559880337539e+000	2.68833105532516e+001	-1.79998390190271e+002
2.29086765276773e+000	2.68833105532989e+001	-1.79998400327951e+002
2.29614864811232e+000	2.68833105533461e+001	-1.79998410457149e+002
2.30144181740847e+000	2.68833105533929e+001	-1.79998420577920e+002
2.30674718872003e+000	2.68833105534396e+001	-1.79998430690317e+002
2.31206479017555e+000	2.68833105534860e+001	-1.79998440794394e+002
2.31739464996844e+000	2.68833105535321e+001	-1.79998450890204e+002
2.32273679635706e+000	2.68833105535780e+001	-1.79998460977800e+002
2.32809125766496e+000	2.68833105536238e+001	-1.79998471057237e+002
2.33345806228096e+000	2.68833105536692e+001	-1.79998481128568e+002
2.33883723865931e+000	2.68833105537144e+001	-1.79998491191846e+002
2.34422881531988e+000	2.68833105537594e+001	-1.79998501247124e+002
2.34963282084826e+000	2.68833105538041e+001	-1.79998511294456e+002
2.35504928389597e+000	2.68833105538486e+001	-1.79998521333895e+002
2.36047823318053e+000	2.68833105538929e+001	-1.79998531365494e+002
2.36591969748571e+000	2.68833105539369e+001	-1.79998541389307e+002
2.37137370566161e+000	2.68833105539808e+001	-1.79998551405386e+002
2.37684028662483e+000	2.68833105540243e+001	-1.79998561413785e+002
2.38231946935864e+000	2.68833105540677e+001	-1.79998571414556e+002
2.38781128291313e+000	2.68833105541108e+001	-1.79998581407754e+002
2.39331575640534e+000	2.68833105541537e+001	-1.79998591393430e+002
2.39883291901944e+000	2.68833105541964e+001	-1.79998601371638e+002
2.40436280000689e+000	2.68833105542389e+001	-1.79998611342431e+002
2.40990542868655e+000	2.68833105542811e+001	-1.79998621305861e+002
2.41546083444489e+000	2.68833105543231e+001	-1.79998631261981e+002
2.42102904673613e+000	2.68833105543397e+001	-1.79998641210845e+002
2.42661009508237e+000	2.68833105543749e+001	-1.79998651152504e+002
2.43220400907377e+000	2.68833105544163e+001	-1.79998661087012e+002
2.43781081836870e+000	2.68833105544574e+001	-1.79998671014421e+002
2.44343055269392e+000	2.68833105544983e+001	-1.79998680934784e+002
2.44906324184470e+000	2.68833105545390e+001	-1.79998690848153e+002
2.45470891568498e+000	2.68833105545795e+001	-1.79998700754581e+002
2.46036760414758e+000	2.68833105546198e+001	-1.79998710654121e+002
2.46603933723429e+000	2.68833105546598e+001	-1.79998720546825e+002
2.47172414501608e+000	2.68833105546996e+001	-1.79998730432746e+002
2.47742205763324e+000	2.68833105547392e+001	-1.79998740311935e+002
2.48313310529552e+000	2.68833105547787e+001	-1.79998750184445e+002
2.48885731828234e+000	2.68833105548178e+001	-1.79998760050329e+002
2.49459472694290e+000	2.68833105548568e+001	-1.79998769909639e+002
2.50034536169638e+000	2.68833105548956e+001	-1.79998779762428e+002
2.50610925303206e+000	2.68833105549341e+001	-1.79998789608746e+002
2.51188643150953e+000	2.68833105549725e+001	-1.79998799448647e+002
2.51767692775880e+000	2.68833105550106e+001	-1.79998809282183e+002
2.52348077248052e+000	2.68833105550486e+001	-1.79998819109407e+002
2.52929799644609e+000	2.68833105550863e+001	-1.79998828930368e+002
2.53512863049786e+000	2.68833105551238e+001	-1.79998838745122e+002
2.54097270554925e+000	2.68833105551611e+001	-1.79998848553718e+002
2.54683025258499e+000	2.68833105551982e+001	-1.79998858356209e+002
2.55270130266119e+000	2.68833105552351e+001	-1.79998868152648e+002
2.55858588690559e+000	2.68833105552719e+001	-1.79998877943085e+002
2.56448403651766e+000	2.68833105553084e+001	-1.79998887727574e+002
2.57039578276881e+000	2.68833105553447e+001	-1.79998897506165e+002
