Freq.	Vy/Vx
1.19949930314938e+00	4.99737482247092e+01	1.66364052050407e+00
1.20226443461741e+00	4.99737317531301e+01	1.66747352574836e+00
1.20503594037179e+00	4.99737152055874e+01	1.67131535256155e+00
1.20781383510678e+00	4.99736985817245e+01	1.67516602117175e+00
1.21059813355048e+00	4.99736818811978e+01	1.67902555187087e+00
1.21338885046497e+00	4.99736651036460e+01	1.68289396497850e+00
1.21618600064636e+00	4.99736482487192e+01	1.68677128087360e+00
1.21898959892486e+00	4.99736313160589e+01	1.69065751997269e+00
1.22179966016487e+00	4.99736143053080e+01	1.69455270274600e+00
1.22461619926504e+00	4.99735972161064e+01	1.69845684970530e+00
1.22743923115840e+00	4.99735800480913e+01	1.70236998140938e+00
1.23026877081238e+00	4.99735628009017e+01	1.70629211846661e+00
1.23310483322890e+00	4.99735454741723e+01	1.71022328153244e+00
1.23594743344451e+00	4.99735280675345e+01	1.71416349129874e+00
1.23879658653036e+00	4.99735105806220e+01	1.71811276852086e+00
1.24165230759241e+00	4.99734930130657e+01	1.72207113399058e+00
1.24451461177138e+00	4.99734753644922e+01	1.72603860854591e+00
1.24738351424294e+00	4.99734576345259e+01	1.73001521307846e+00
1.25025903021771e+00	4.99734398228006e+01	1.73400096852633e+00
1.25314117494141e+00	4.99734219289293e+01	1.73799589586862e+00
1.25602996369487e+00	4.99734039525376e+01	1.74200001613821e+00
1.25892541179416e+00	4.99733858932474e+01	1.74601335041387e+00
1.26182753459066e+00	4.99733677506747e+01	1.75003591982315e+00
1.26473634747115e+00	4.99733495244349e+01	1.75406774554103e+00
1.26765186585784e+00	4.99733312141462e+01	1.75810884878823e+00
1.27057410520854e+00	4.99733128194168e+01	1.76215925083503e+00
1.27350308101666e+00	4.99732943398600e+01	1.76621897300244e+00
1.27643880881134e+00	4.99732757750834e+01	1.77028803665562e+00
1.27938130415752e+00	4.99732571246978e+01	1.77436646321316e+00
1.28233058265602e+00	4.99732383883069e+01	1.77845427413719e+00
1.28528665994361e+00	4.99732195655114e+01	1.78255149094022e+00
1.28824955169313e+00	4.99732006559179e+01	1.78665813518376e+00
1.29121927361353e+00	4.99731816591236e+01	1.79077422848118e+00
1.29419584144998e+00	4.99731625747297e+01	1.79489979248821e+00
1.29717927098395e+00	4.99731434023291e+01	1.79903484891691e+00
1.30016957803328e+00	4.99731241415183e+01	1.80317941952273e+00
1.30316677845229e+00	4.99731047918896e+01	1.80733352611297e+00
1.30617088813183e+00	4.99730853530332e+01	1.81149719054476e+00
1.30918192299940e+00	4.99730658245405e+01	1.81567043472372e+00
1.31219989901920e+00	4.99730462059960e+01	1.81985328060705e+00
1.31522483219223e+00	4.99730264969853e+01	1.82404575019590e+00
1.31825673855640e+00	4.99730066970927e+01	1.82824786555020e+00
1.32129563418657e+00	4.99729868058986e+01	1.83245964877071e+00
1.32434153519466e+00	4.99729668229816e+01	1.83668112201581e+00
1.32739445772973e+00	4.99729467479223e+01	1.84091230749052e+00
1.33045441797808e+00	4.99729265802940e+01	1.84515322745164e+00
1.33352143216332e+00	4.99729063196691e+01	1.84940390419951e+00
1.33659551654643e+00	4.99728859656200e+01	1.85366436009666e+00
1.33967668742593e+00	4.99728655177185e+01	1.85793461754714e+00
1.34276496113786e+00	4.99728449755299e+01	1.86221469900934e+00
1.34586035405594e+00	4.99728243386221e+01	1.86650462699199e+00
1.34896288259164e+00	4.99728036065556e+01	1.87080442405467e+00
1.35207256319427e+00	4.99727827788953e+01	1.87511411280710e+00
1.35518941235103e+00	4.99727618551999e+01	1.87943371591091e+00
1.35831344658715e+00	4.99727408350254e+01	1.88376325608315e+00
1.36144468246594e+00	4.99727197179300e+01	1.88810275608395e+00
1.36458313658892e+00	4.99726985034649e+01	1.89245223872892e+00
1.36772882559584e+00	4.99726771911815e+01	1.89681172688743e+00
1.37088176616484e+00	4.99726557806323e+01	1.90118124347831e+00
1.37404197501251e+00	4.99726342713620e+01	1.90556081147241e+00
1.37720946889394e+00	4.99726126629181e+01	1.90995045389228e+00
1.38038426460288e+00	4.99725909548411e+01	1.91435019381198e+00
1.38356637897177e+00	4.99725691466742e+01	1.91876005436329e+00
1.38675582887188e+00	4.99725472379542e+01	1.92318005871863e+00
1.38995263121334e+00	4.99725252282204e+01	1.92761023011485e+00
1.39315680294529e+00	4.99725031170071e+01	1.93205059183692e+00
1.39636836105593e+00	4.99724809038444e+01	1.93650116721534e+00
1.39958732257261e+00	4.99724585882687e+01	1.94096197964729e+00
1.40281370456195e+00	4.99724361698015e+01	1.94543305257012e+00
1.40604752412990e+00	4.99724136479735e+01	1.94991440948339e+00
1.40928879842186e+00	4.99723910223066e+01	1.95440607393398e+00
1.41253754462274e+00	4.99723682923228e+01	1.95890806952153e+00
1.41579377995707e+00	4.99723454575412e+01	1.96342041990403e+00
1.41905752168908e+00	4.99723225174804e+01	1.96794314878735e+00
1.42232878712281e+00	4.99722994716557e+01	1.97247627993608e+00
1.42560759360218e+00	4.99722763195811e+01	1.97701983716406e+00
1.42889395851109e+00	4.99722530607622e+01	1.98157384434248e+00
1.43218789927353e+00	4.99722296947117e+01	1.98613832539108e+00
1.43548943335364e+00	4.99722062209370e+01	1.99071330429020e+00
1.43879857825583e+00	4.99721826389389e+01	1.99529880507203e+00
1.44211535152486e+00	4.99721589482203e+01	1.99989485182031e+00
1.44543977074592e+00	4.99721351482807e+01	2.00450146867468e+00
1.44877185354475e+00	4.99721112386164e+01	2.00911867983148e+00
1.45211161758773e+00	4.99720872187241e+01	2.01374650953851e+00
1.45545908058195e+00	4.99720630880930e+01	2.01838498209925e+00
1.45881426027534e+00	4.99720388462159e+01	2.02303412187312e+00
1.46217717445671e+00	4.99720144925815e+01	2.02769395327222e+00
1.46554784095590e+00	4.99719900266707e+01	2.03236450076715e+00
1.46892627764385e+00	4.99719654479696e+01	2.03704578887910e+00
1.47231250243271e+00	4.99719407559596e+01	2.04173784219148e+00
1.47570653327588e+00	4.99719159501178e+01	2.04644068533575e+00
1.47910838816819e+00	4.99718910299193e+01	2.05115434299996e+00
1.48251808514594e+00	4.99718659948381e+01	2.05587883993069e+00
1.48593564228699e+00	4.99718408443456e+01	2.06061420093084e+00
1.48936107771090e+00	4.99718155779119e+01	2.06536045086088e+00
1.49279440957898e+00	4.99717901950011e+01	2.07011761462777e+00
1.49623565609442e+00	4.99717646950763e+01	2.07488571720213e+00
1.49968483550236e+00	4.99717390776006e+01	2.07966478361189e+00
1.50314196609001e+00	4.99717133420336e+01	2.08445483894163e+00
1.50660706618673e+00	4.99716874878277e+01	2.08925590832308e+00
1.51008015416413e+00	4.99716615144432e+01	2.09406801695637e+00
1.51356124843619e+00	4.99716354213233e+01	2.09889119009201e+00
1.51705036745932e+00	4.99716092079237e+01	2.10372545303678e+00
1.52054752973248e+00	4.99715828736865e+01	2.10857083116033e+00
1.52405275379728e+00	4.99715564180569e+01	2.11342734988238e+00
1.52756605823806e+00	4.99715298404764e+01	2.11829503468481e+00
1.53108746168202e+00	4.99715031403843e+01	2.12317391110217e+00
1.53461698279928e+00	4.99714763172128e+01	2.12806400473199e+00
1.53815464030302e+00	4.99714493704005e+01	2.13296534122665e+00
1.54170045294954e+00	4.99714222993760e+01	2.13787794629581e+00
1.54525443953840e+00	4.99713951035648e+01	2.14280184570583e+00
1.54881661891247e+00	4.99713677823955e+01	2.14773706528545e+00
1.55238700995807e+00	4.99713403352917e+01	2.15268363091691e+00
1.55596563160506e+00	4.99713127616736e+01	2.15764156854312e+00
1.55955250282694e+00	4.99712850609564e+01	2.16261090416409e+00
1.56314764264094e+00	4.99712572325546e+01	2.16759166383714e+00
1.56675107010813e+00	4.99712292758858e+01	2.17258387368478e+00
1.57036280433354e+00	4.99712011903548e+01	2.17758755987814e+00
1.57398286446620e+00	4.99711729753691e+01	2.18260274865534e+00
1.57761126969933e+00	4.99711446303355e+01	2.18762946630926e+00
1.58124803927037e+00	4.99711161546515e+01	2.19266773919267e+00
1.58489319246110e+00	4.99710875477175e+01	2.19771759372128e+00
1.58854674859776e+00	4.99710588089315e+01	2.20277905636032e+00
1.59220872705115e+00	4.99710299376822e+01	2.20785215364739e+00
1.59587914723672e+00	4.99710009333659e+01	2.21293691216969e+00
1.59955802861465e+00	4.99709717953662e+01	2.21803335858002e+00
1.60324539069002e+00	4.99709425230660e+01	2.22314151958500e+00
1.60694125301286e+00	4.99709131158530e+01	2.22826142195763e+00
1.61064563517825e+00	4.99708835731008e+01	2.23339309252705e+00
1.61435855682647e+00	4.99708538941888e+01	2.23853655818440e+00
1.61808003764305e+00	4.99708240784901e+01	2.24369184588372e+00
1.62181009735891e+00	4.99707941253728e+01	2.24885898262776e+00
1.62554875575047e+00	4.99707640342065e+01	2.25403799549716e+00
1.62929603263970e+00	4.99707338043568e+01	2.25922891162000e+00
1.63305194789432e+00	4.99707034351837e+01	2.26443175819461e+00
1.63681652142779e+00	4.99706729260470e+01	2.26964656246874e+00
1.64058977319952e+00	4.99706422763034e+01	2.27487335176342e+00
1.64437172321491e+00	4.99706114853024e+01	2.28011215345149e+00
1.64816239152549e+00	4.99705805524001e+01	2.28536299497398e+00
1.65196179822900e+00	4.99705494769368e+01	2.29062590382964e+00
1.65576996346951e+00	4.99705182582595e+01	2.29590090758070e+00
1.65958690743754e+00	4.99704868957125e+01	2.30118803385014e+00
1.66341265037015e+00	4.99704553886281e+01	2.30648731032209e+00
1.66724721255104e+00	4.99704237363455e+01	2.31179876474515e+00
1.67109061431069e+00	4.99703919381937e+01	2.31712242492641e+00
1.67494287602642e+00	4.99703599935028e+01	2.32245831873979e+00
1.67880401812254e+00	4.99703279015996e+01	2.32780647411853e+00
1.68267406107045e+00	4.99702956618047e+01	2.33316691905526e+00
1.68655302538872e+00	4.99702632734385e+01	2.33853968161513e+00
1.69044093164324e+00	4.99702307358183e+01	2.34392478991524e+00
1.69433780044731e+00	4.99701980482574e+01	2.34932227214589e+00
1.69824365246172e+00	4.99701652100647e+01	2.35473215655032e+00
1.70215850839493e+00	4.99701322205483e+01	2.36015447144166e+00
1.70608238900310e+00	4.99700990790118e+01	2.36558924519338e+00
1.71001531509027e+00	4.99700657847541e+01	2.37103650624514e+00
1.71395730750840e+00	4.99700323370766e+01	2.37649628309724e+00
1.71790838715757e+00	4.99699987352692e+01	2.38196860431494e+00
1.72186857498599e+00	4.99699649786265e+01	2.38745349852857e+00
1.72583789199018e+00	4.99699310664317e+01	2.39295099442940e+00
1.72981635921508e+00	4.99698969979744e+01	2.39846112077801e+00
1.73380399775412e+00	4.99698627725325e+01	2.40398390639277e+00
1.73780082874935e+00	4.99698283893863e+01	2.40951938016092e+00
1.74180687339159e+00	4.99697938478073e+01	2.41506757103306e+00
1.74582215292048e+00	4.99697591470680e+01	2.42062850802605e+00
1.74984668862464e+00	4.99697242864389e+01	2.42620222021633e+00
1.75388050184174e+00	4.99696892651814e+01	2.43178873675290e+00
1.75792361395867e+00	4.99696540825561e+01	2.43738808684450e+00
1.76197604641161e+00	4.99696187378250e+01	2.44300029976311e+00
1.76603782068614e+00	4.99695832302372e+01	2.44862540485468e+00
1.77010895831740e+00	4.99695475590476e+01	2.45426343152121e+00
1.77418948089014e+00	4.99695117235010e+01	2.45991440923717e+00
1.77827941003890e+00	4.99694757228436e+01	2.46557836753775e+00
1.78237876744807e+00	4.99694395563154e+01	2.47125533602888e+00
1.78648757485203e+00	4.99694032231543e+01	2.47694534437916e+00
1.79060585403527e+00	4.99693667225913e+01	2.48264842232453e+00
1.79473362683250e+00	4.99693300538605e+01	2.48836459966492e+00
1.79887091512876e+00	4.99692932161845e+01	2.49409390627003e+00
1.80301774085955e+00	4.99692562087902e+01	2.49983637207480e+00
1.80717412601090e+00	4.99692190308917e+01	2.50559202707925e+00
1.81134009261958e+00	4.99691816817119e+01	2.51136090135778e+00
1.81551566277311e+00	4.99691441604582e+01	2.51714302503961e+00
1.81970085860996e+00	4.99691064663391e+01	2.52293842832812e+00
1.82389570231961e+00	4.99690685985656e+01	2.52874714149873e+00
1.82810021614272e+00	4.99690305563328e+01	2.53456919488417e+00
1.83231442237119e+00	4.99689923388401e+01	2.54040461888848e+00
1.83653834334832e+00	4.99689539452832e+01	2.54625344398632e+00
1.84077200146893e+00	4.99689153748505e+01	2.55211570071959e+00
1.84501541917945e+00	4.99688766267324e+01	2.55799141969305e+00
1.84926861897805e+00	4.99688377001060e+01	2.56388063158583e+00
1.85353162341479e+00	4.99687985941564e+01	2.56978336714204e+00
1.85780445509167e+00	4.99687593080564e+01	2.57569965717782e+00
1.86208713666284e+00	4.99687198409758e+01	2.58162953256624e+00
1.86637969083464e+00	4.99686801920855e+01	2.58757302426558e+00
1.87068214036577e+00	4.99686403605497e+01	2.59353016329396e+00
1.87499450806739e+00	4.99686003455274e+01	2.59950098073604e+00
1.87931681680324e+00	4.99685601461760e+01	2.60548550775534e+00
1.88364908948977e+00	4.99685197616471e+01	2.61148377557300e+00
1.88799134909627e+00	4.99684791910908e+01	2.61749581548580e+00
1.89234361864495e+00	4.99684384336487e+01	2.62352165885924e+00
1.89670592121112e+00	4.99683974884666e+01	2.62956133712787e+00
1.90107827992327e+00	4.99683563546787e+01	2.63561488180155e+00
1.90546071796322e+00	4.99683150314175e+01	2.64168232444759e+00
1.90985325856621e+00	4.99682735178134e+01	2.64776369671725e+00
1.91425592502106e+00	4.99682318129915e+01	2.65385903032179e+00
1.91866874067026e+00	4.99681899160707e+01	2.65996835704743e+00
1.92309172891013e+00	4.99681478261702e+01	2.66609170875059e+00
1.92752491319091e+00	4.99681055424018e+01	2.67222911735747e+00
1.93196831701690e+00	4.99680630638765e+01	2.67838061486842e+00
1.93642196394658e+00	4.99680203896982e+01	2.68454623334799e+00
1.94088587759275e+00	4.99679775189657e+01	2.69072600493926e+00
1.94536008162263e+00	4.99679344507783e+01	2.69691996184988e+00
1.94984459975802e+00	4.99678911842261e+01	2.70312813636454e+00
1.95433945577537e+00	4.99678477183986e+01	2.70935056083284e+00
1.95884467350596e+00	4.99678040523798e+01	2.71558726768559e+00
1.96336027683602e+00	4.99677601852524e+01	2.72183828941971e+00
1.96788628970682e+00	4.99677161160881e+01	2.72810365859984e+00
1.97242273611482e+00	4.99676718439615e+01	2.73438340787004e+00
1.97696964011183e+00	4.99676273679396e+01	2.74067756994531e+00
1.98152702580507e+00	4.99675826870818e+01	2.74698617760961e+00
1.98609491735734e+00	4.99675378004516e+01	2.75330926372175e+00
1.99067333898716e+00	4.99674927070988e+01	2.75964686121230e+00
1.99526231496885e+00	4.99674474060770e+01	2.76599900308766e+00
1.99986186963271e+00	4.99674018964330e+01	2.77236572242455e+00
2.00447202736513e+00	4.99673561772048e+01	2.77874705236983e+00
2.00909281260870e+00	4.99673102474324e+01	2.78514302615165e+00
2.01372424986236e+00	4.99672641061442e+01	2.79155367706243e+00
2.01836636368153e+00	4.99672177523743e+01	2.79797903847577e+00
2.02301917867824e+00	4.99671711851430e+01	2.80441914383691e+00
2.02768271952125e+00	4.99671244034703e+01	2.81087402666013e+00
2.03235701093619e+00	4.99670774063691e+01	2.81734372053845e+00
2.03704207770569e+00	4.99670301928507e+01	2.82382825914100e+00
2.04173794466950e+00	4.99669827619255e+01	2.83032767620884e+00
2.04644463672464e+00	4.99669351125880e+01	2.83684200555264e+00
2.05116217882553e+00	4.99668872438393e+01	2.84337128106553e+00
2.05589059598411e+00	4.99668391546680e+01	2.84991553670981e+00
2.06062991326997e+00	4.99667908440649e+01	2.85647480652950e+00
2.06538015581050e+00	4.99667423110114e+01	2.86304912463111e+00
2.07014134879101e+00	4.99666935544847e+01	2.86963852521087e+00
2.07491351745488e+00	4.99666445734601e+01	2.87624304253226e+00
2.07969668710366e+00	4.99665953669072e+01	2.88286271093886e+00
2.08449088309726e+00	4.99665459337874e+01	2.88949756483822e+00
2.08929613085401e+00	4.99664962730622e+01	2.89614763873304e+00
2.09411245585086e+00	4.99664463836855e+01	2.90281296718164e+00
2.09893988362349e+00	4.99663962646062e+01	2.90949358483579e+00
2.10377843976644e+00	4.99663459147706e+01	2.91618952641105e+00
2.10862814993326e+00	4.99662953331182e+01	2.92290082670922e+00
2.11348903983661e+00	4.99662445185866e+01	2.92962752059853e+00
2.11836113524847e+00	4.99661934701030e+01	2.93636964302951e+00
2.12324446200018e+00	4.99661421865965e+01	2.94312722903574e+00
2.12813904598268e+00	4.99660906669843e+01	2.94990031371334e+00
2.13304491314654e+00	4.99660389101853e+01	2.95668893224653e+00
2.13796208950220e+00	4.99659869151077e+01	2.96349311989528e+00
2.14289060112002e+00	4.99659346806603e+01	2.97031291199490e+00
2.14783047413050e+00	4.99658822057408e+01	2.97714834395808e+00
2.15278173472434e+00	4.99658294892476e+01	2.98399945127705e+00
2.15774440915263e+00	4.99657765300719e+01	2.99086626952144e+00
2.16271852372698e+00	4.99657233270967e+01	2.99774883433658e+00
2.16770410481966e+00	4.99656698792037e+01	3.00464718145389e+00
2.17270117886371e+00	4.99656161852700e+01	3.01156134667069e+00
2.17770977235312e+00	4.99655622441640e+01	3.01849136587348e+00
2.18272991184296e+00	4.99655080547552e+01	3.02543727502340e+00
2.18776162394952e+00	4.99654536158974e+01	3.03239911015953e+00
2.19280493535041e+00	4.99653989264484e+01	3.03937690740354e+00
2.19785987278479e+00	4.99653439852591e+01	3.04637070295129e+00
2.20292646305342e+00	4.99652887911737e+01	3.05338053308157e+00
2.20800473301886e+00	4.99652333430303e+01	3.06040643415303e+00
2.21309470960560e+00	4.99651776396616e+01	3.06744844260135e+00
2.21819641980018e+00	4.99651216798983e+01	3.07450659494240e+00
2.22330989065136e+00	4.99650654625632e+01	3.08158092777479e+00
2.22843514927026e+00	4.99650089864730e+01	3.08867147777348e+00
2.23357222283049e+00	4.99649522504407e+01	3.09577828169576e+00
2.23872113856830e+00	4.99648952532741e+01	3.10290137638248e+00
2.24388192378273e+00	4.99648379937750e+01	3.11004079874866e+00
2.24905460583574e+00	4.99647804707358e+01	3.11719658579212e+00
2.25423921215239e+00	4.99647226829522e+01	3.12436877459325e+00
2.25943577022094e+00	4.99646646292054e+01	3.13155740231253e+00
2.26464430759302e+00	4.99646063082761e+01	3.13876250619407e+00
2.26986485188378e+00	4.99645477189399e+01	3.14598412356023e+00
2.27509743077203e+00	4.99644888599618e+01	3.15322229181043e+00
2.28034207200038e+00	4.99644297301077e+01	3.16047704844074e+00
2.28559880337539e+00	4.99643703281345e+01	3.16774843101158e+00
2.29086765276773e+00	4.99643106527915e+01	3.17503647717718e+00
2.29614864811232e+00	4.99642507028265e+01	3.18234122466512e+00
2.30144181740847e+00	4.99641904769764e+01	3.18966271129577e+00
2.30674718872003e+00	4.99641299739794e+01	3.19700097496346e+00
2.31206479017555e+00	4.99640691925623e+01	3.20435605364685e+00
2.31739464996844e+00	4.99640081314479e+01	3.21172798541047e+00
2.32273679635706e+00	4.99639467893515e+01	3.21911680839846e+00
2.32809125766496e+00	4.99638851649874e+01	3.22652256083904e+00
2.33345806228096e+00	4.99638232570583e+01	3.23394528104399e+00
2.33883723865931e+00	4.99637610642621e+01	3.24138500740960e+00
2.34422881531988e+00	4.99636985852989e+01	3.24884177841128e+00
2.34963282084826e+00	4.99636358188476e+01	3.25631563261552e+00
2.35504928389597e+00	4.99635727635955e+01	3.26380660866619e+00
2.36047823318053e+00	4.99635094182108e+01	3.27131474529326e+00
2.36591969748571e+00	4.99634457813721e+01	3.27884008131373e+00
2.37137370566161e+00	4.99633818517381e+01	3.28638265562181e+00
2.37684028662483e+00	4.99633176279657e+01	3.29394250720470e+00
2.38231946935864e+00	4.99632531087071e+01	3.30151967513090e+00
2.38781128291313e+00	4.99631882926052e+01	3.30911419854733e+00
2.39331575640534e+00	4.99631231782997e+01	3.31672611669749e+00
2.39883291901944e+00	4.99630577644247e+01	3.32435546890360e+00
2.40436280000689e+00	4.99629920496072e+01	3.33200229457179e+00
2.40990542868655e+00	4.99629260324636e+01	3.33966663319574e+00
2.41546083444489e+00	4.99628597116089e+01	3.34734852435861e+00
2.42102904673613e+00	4.99627930856535e+01	3.35504800771946e+00
2.42661009508237e+00	4.99627261531949e+01	3.36276512303412e+00
2.43220400907377e+00	4.99626589128273e+01	3.37049991013670e+00
2.43781081836870e+00	4.99625913631436e+01	3.37825240895402e+00
2.44343055269392e+00	4.99625235027221e+01	3.38602265949335e+00
2.44906324184470e+00	4.99624553301390e+01	3.39381070185263e+00
2.45470891568498e+00	4.99623868439652e+01	3.40161657621522e+00
2.46036760414758e+00	4.99623180427592e+01	3.40944032284746e+00
2.46603933723429e+00	4.99622489250785e+01	3.41728198210939e+00
2.47172414501608e+00	4.99621794894739e+01	3.42514159444562e+00
2.47742205763324e+00	4.99621097344877e+01	3.43301920038982e+00
2.48313310529552e+00	4.99620396586557e+01	3.44091484055725e+00
2.48885731828234e+00	4.99619692605089e+01	3.44882855565934e+00
2.49459472694290e+00	4.99618985385663e+01	3.45676038648763e+00
2.50034536169638e+00	4.99618274913455e+01	3.46471037392892e+00
2.50610925303206e+00	4.99617561173591e+01	3.47267855894718e+00
2.51188643150953e+00	4.99616844151045e+01	3.48066498260890e+00
2.51767692775880e+00	4.99616123830802e+01	3.48866968606123e+00
2.52348077248052e+00	4.99615400197762e+01	3.49669271054016e+00
2.52929799644609e+00	4.99614673236697e+01	3.50473409736768e+00
2.53512863049786e+00	4.99613942932418e+01	3.51279388796437e+00
2.54097270554925e+00	4.99613209269577e+01	3.52087212383557e+00
2.54683025258499e+00	4.99612472232771e+01	3.52896884656624e+00
2.55270130266119e+00	4.99611731806572e+01	3.53708409784591e+00
2.55858588690559e+00	4.99610987975434e+01	3.54521791944335e+00
2.56448403651766e+00	4.99610240723747e+01	3.55337035322074e+00
2.57039578276881e+00	4.99609490035853e+01	3.56154144113341e+00
2.57632115700252e+00	4.99608735896010e+01	3.56973122522108e+00
2.58226019063454e+00	4.99607978288440e+01	3.57793974762164e+00
2.58821291515304e+00	4.99607217197187e+01	3.58616705055078e+00
2.59417936211876e+00	4.99606452606344e+01	3.59441317632381e+00
2.60015956316522e+00	4.99605684499889e+01	3.60267816735042e+00
2.60615354999884e+00	4.99604912861661e+01	3.61096206612135e+00
2.61216135439915e+00	4.99604137675543e+01	3.61926491522614e+00
2.61818300821893e+00	4.99603358925264e+01	3.62758675734382e+00
2.62421854338439e+00	4.99602576594499e+01	3.63592763523958e+00
2.63026799189533e+00	4.99601790666870e+01	3.64428759177746e+00
2.63633138582532e+00	4.99601001125884e+01	3.65266666991076e+00
2.64240875732189e+00	4.99600207954984e+01	3.66106491268204e+00
